KARNATAKA,2005,3606
KERALA,2005,1943
LAKSHADWEEP,2005,0
MADHYA PRADESH,2005,12538
MAHARASHTRA,2005,7679
MANIPUR,2005,26
MEGHALAYA,2005,22
MIZORAM,2005,139
NAGALAND,2005,103
ORISSA,2005,4043
PONDICHERRY,2005,116
PUNJAB,2005,3421
RAJASTHAN,2005,4833
SIKKIM,2005,73
TAMILNADU,2005,6788
TRIPURA,2005,741
UTTAR PRADESH,2005,9013
UTTARANCHAL,2005,633
WEST BENGAL,2005,2978
A & N ISLANDS,2006,42
ANDHRA PRADESH,2006,4839
ASSAM,2006,3438
BIHAR,2006,5853
CHANDIGARH,2006,92
CHHATTISGARH,2006,4083
D & N HAVELI,2006,0
DAMAN & DIU,2006,12
DELHI,2006,1993
GOA,2006,113
GUJARAT,2006,4108
HARYANA,2006,4319
HIMACHAL PRADESH,2006,515
JAMMU & KASHMIR,2006,187
JHARKHAND,2006,7175
KARNATAKA,2006,3540
KERALA,2006,2300
LAKSHADWEEP,2006,0
MADHYA PRADESH,2006,13363
MAHARASHTRA,2006,8120
MANIPUR,2006,29
MEGHALAYA,2006,44
MIZORAM,2006,126
NAGALAND,2006,97
ORISSA,2006,4210
PONDICHERRY,2006,107
PUNJAB,2006,3296
RAJASTHAN,2006,5048
SIKKIM,2006,89
TAMILNADU,2006,5841
TRIPURA,2006,738
UTTAR PRADESH,2006,13146
UTTARANCHAL,2006,790
WEST BENGAL,2006,3192
A & N ISLANDS,2007,60
ANDHRA PRADESH,2007,5140
ASSAM,2007,3488
BIHAR,2007,5487
CHANDIGARH,2007,106
CHHATTISGARH,2007,4281
D & N HAVELI,2007,0
DAMAN & DIU,2007,10
DELHI,2007,1880
GOA,2007,121
GUJARAT,2007,4210
HARYANA,2007,4319
HIMACHAL PRADESH,2007,674
JAMMU & KASHMIR,2007,174
JHARKHAND,2007,5613
KARNATAKA,2007,3499
KERALA,2007,2303
LAKSHADWEEP,2007,3
MADHYA PRADESH,2007,14263
MAHARASHTRA,2007,8007
MANIPUR,2007,30
MEGHALAYA,2007,43
MIZORAM,2007,168
NAGALAND,2007,61
ORISSA,2007,4203
PONDICHERRY,2007,111
PUNJAB,2007,3083
RAJASTHAN,2007,5316
SIKKIM,2007,78
TAMILNADU,2007,6066
TRIPURA,2007,796
UTTAR PRADESH,2007,17342
UTTARANCHAL,2007,844
WEST BENGAL,2007,3470
A & N ISLANDS,2008,47
ANDHRA PRADESH,2008,4856
ASSAM,2008,3393
BIHAR,2008,5279
CHANDIGARH,2008,136
CHHATTISGARH,2008,4442
D & N HAVELI,2008,9
DAMAN & DIU,2008,16
DELHI,2008,1685
GOA,2008,119
GUJARAT,2008,4337
HARYANA,2008,4589
HIMACHAL PRADESH,2008,663
JAMMU & KASHMIR,2008,220
JHARKHAND,2008,5480
KARNATAKA,2008,3623
KERALA,2008,2310
LAKSHADWEEP,2008,0
MADHYA PRADESH,2008,13983
MAHARASHTRA,2008,7980
MANIPUR,2008,31
MEGHALAYA,2008,60
MIZORAM,2008,210
NAGALAND,2008,112
ORISSA,2008,4169
PONDICHERRY,2008,96
PUNJAB,2008,3397
RAJASTHAN,2008,5471
SIKKIM,2008,62
TAMILNADU,2008,4971
TRIPURA,2008,806
UTTAR PRADESH,2008,18202
UTTARANCHAL,2008,1031
WEST BENGAL,2008,4540
A & N ISLANDS,2009,42
ANDHRA PRADESH,2009,4223
ARUNACHAL PRADESH,2009,2
ASSAM,2009,3171
BIHAR,2009,4902
CHANDIGARH,2009,189
CHHATTISGARH,2009,4540
D & N HAVELI,2009,1
DAMAN & DIU,2009,15
DELHI,2009,1904
GOA,2009,128
GUJARAT,2009,3511
HARYANA,2009,5010
HIMACHAL PRADESH,2009,638
JAMMU & KASHMIR,2009,232
JHARKHAND,2009,5339
KARNATAKA,2009,3409
KERALA,2009,2450
LAKSHADWEEP,2009,1
MADHYA PRADESH,2009,13395
MAHARASHTRA,2009,7556
MANIPUR,2009,28
MEGHALAYA,2009,77
MIZORAM,2009,235
NAGALAND,2009,126
ORISSA,2009,3926
PONDICHERRY,2009,118
PUNJAB,2009,3949
RAJASTHAN,2009,5685
SIKKIM,2009,65
TAMILNADU,2009,4771
TRIPURA,2009,624
UTTAR PRADESH,2009,21872
UTTARANCHAL,2009,1098
WEST BENGAL,2009,4306
A & N ISLANDS,2010,57
ANDHRA PRADESH,2010,4523
ARUNACHAL PRADESH,2010,4
ASSAM,2010,3131
BIHAR,2010,4678
CHANDIGARH,2010,198
CHHATTISGARH,2010,4906
D & N HAVELI,2010,0
DAMAN & DIU,2010,14
DELHI,2010,2350
GOA,2010,134
GUJARAT,2010,3535
HARYANA,2010,5471
HIMACHAL PRADESH,2010,717
JAMMU & KASHMIR,2010,238
JHARKHAND,2010,4965
KARNATAKA,2010,3598
KERALA,2010,2382
LAKSHADWEEP,2010,0
MADHYA PRADESH,2010,12953
MAHARASHTRA,2010,7509
MANIPUR,2010,29
MEGHALAYA,2010,48
MIZORAM,2010,275
NAGALAND,2010,110
ORISSA,2010,3854
PONDICHERRY,2010,129
PUNJAB,2010,5067
RAJASTHAN,2010,5285
SIKKIM,2010,67
TAMILNADU,2010,4873
TRIPURA,2010,547
UTTAR PRADESH,2010,22948
UTTARANCHAL,2010,1183
WEST BENGAL,2010,4415
A & N ISLANDS,2011,58
ANDHRA PRADESH,2011,4437
ARUNACHAL PRADESH,2011,5
ASSAM,2011,2983
BIHAR,2011,4122
CHANDIGARH,2011,203
CHHATTISGARH,2011,5339
D & N HAVELI,2011,0
DAMAN & DIU,2011,12
DELHI,2011,2703
GOA,2011,123
GUJARAT,2011,3745
HARYANA,2011,5802
HIMACHAL PRADESH,2011,679
JAMMU & KASHMIR,2011,235
JHARKHAND,2011,4103
KARNATAKA,2011,3849
KERALA,2011,2041
LAKSHADWEEP,2011,0
MADHYA PRADESH,2011,14434
MAHARASHTRA,2011,7159
MANIPUR,2011,23
MEGHALAYA,2011,54
MIZORAM,2011,265
NAGALAND,2011,110
ORISSA,2011,3521
PONDICHERRY,2011,129
PUNJAB,2011,5582
RAJASTHAN,2011,5169
SIKKIM,2011,63
TAMILNADU,2011,4816
TRIPURA,2011,529
UTTAR PRADESH,2011,23910
UTTARANCHAL,2011,1405
WEST BENGAL,2011,4379
A & N ISLANDS,2012,55
ANDHRA PRADESH,2012,4408
ARUNACHAL PRADESH,2012,4
ASSAM,2012,2987
BIHAR,2012,3622
CHANDIGARH,2012,209
CHHATTISGARH,2012,5511
D & N HAVELI,2012,0
DAMAN & DIU,2012,14
DELHI,2012,2722
GOA,2012,117
GUJARAT,2012,3729
HARYANA,2012,6024
HIMACHAL PRADESH,2012,680
JAMMU & KASHMIR,2012,294
JHARKHAND,2012,3986
KARNATAKA,2012,3960
KERALA,2012,2314
LAKSHADWEEP,2012,0
MADHYA PRADESH,2012,14661
MAHARASHTRA,2012,7110
MANIPUR,2012,23
MEGHALAYA,2012,62
MIZORAM,2012,248
NAGALAND,2012,117
ORISSA,2012,3436
PONDICHERRY,2012,109
PUNJAB,2012,4905
RAJASTHAN,2012,4956
SIKKIM,2012,75
TAMILNADU,2012,4508
TRIPURA,2012,530
UTTAR PRADESH,2012,22599
UTTARANCHAL,2012,1387
WEST BENGAL,2012,4639
